title,description,article_text,label
Real Madrid : le vrai prix de Bellingham a fuité,"Le Real Madrid est sur le point de conclure un accord pour recruter Jude Bellingham, a confirmé Fabrizio Romano."," Les négociations sont à un stade avancé, selon le journaliste italien, et les conditions personnelles sont presque convenues. 120 millions ou rien Une nouvelle réunion a été programmée pour finaliser le transfert, ajoute Fabrizio Romano. Marca ajoute que le Real Madrid paiera 100 à 120 millions d'euros pour le milieu de terrain du Borussia Dortmund. Selon plusieurs sources, le Real Madrid est devenu le favori pour recruter Bellingham au cours des dernières semaines, devançant Liverpool, Chelsea et d'autres parties intéressées. Liverpool était considéré comme le favori plus tôt dans la saison pour la star du Borussia Dortmund en raison de ses excellentes relations avec le joueur et sa famille. Mais Madrid a pris de l'avance dans la course et en a fait sa cible numéro un au milieu de terrain pour 2023. Les Madrilènes sont en train de renouveler leur légendaire milieu de terrain, Casemiro ayant rejoint Man Utd l'été dernier et Luka Modric et Toni Kroos ayant vu leurs contrats expirer à la fin de la saison. Bellingham est considéré comme le joueur idéal pour compléter Aurélien Tchouameni, qui a été recruté pour 100 millions d'euros à Monaco l'année dernière. L'Anglais est l'une des valeurs sûres du football actuel. Quels sont les autres clubs intéressés par la signature de Bellingham ? Jusqu'à récemment, Liverpool était considéré comme le favori, mais d'autres clubs se sont montrés très intéressés. Outre le Real Madrid, Chelsea, Man Utd, Man City et le PSG ont tous été signalés comme voulant l'engager. Bellingham a été l'une des jeunes stars de la Coupe du monde 2022, marquant un but, délivrant une passe décisive et étant sans doute le meilleur joueur de l'Angleterre lors de la qualification pour les quarts de finale. On s'attendait à ce que Dortmund vende sa star cet été, après avoir décidé de ne pas la perdre en 2022, au cours de la même période où le club a cédé Erling Haaland à Man City pour 60 millions d'euros. Quel est le meilleur numéro 9 au monde ? Quel est le meilleur numéro 9 au monde ?",football
"NBA – « C’est irrespectueux… » : après le Game 1, sale nouvelle pour les Lakers !","Victorieux lors du Game 1 face aux Warriors, les Lakers ont commencé de façon idéale leur second tour des playoffs. Un résultat rendu possible en partie grâce aux recrues, qui confirment que les Angelinos sont plus dangereux que jamais. Pourtant, Rob Pelinka a reçu une très mauvaise nouvelle…","Le premier objectif des Lakers dans ce second tour des playoffs est peut-être déjà atteint. En prenant un match aux Dubs et donc l’avantage du terrain, les hommes de Darvin Ham ont réussi un très joli coup au Chase Center. Pas question de s’arrêter ici cependant, puisque LeBron James et ses partenaires ont bien l’intention de faire le break au Game 2. Mais attention à la première réponse des champions en titre.En attendant la suite, la franchise n’est pas forcément très heureuse après l’annonce du résultat concernant le dirigeant de l’année. Rob Pelinka avait ses chances au vu de son travail à la deadline et du réveil des Lakers, mais il a été complètement snobé à la place. C’est Monte McNair (Kings) qui a remporté le trophée après la belle saison de Sacramento.After the midseason moves that reshaped the Lakers, Rob Pelinka finishes 11th in Executive of the Year voting.More NBA from me: https://t.co/A6ycVmnrjq https://t.co/SupGreASq7Après les moves de la mi-saison permettant de remodeler les Lakers, Rob Pelinka a terminé 11ème pour le dirigeant de l’année.Pelinka termine derrière Sean Marks (Nets) ou encore Jon Horst (Milwaukee). Autant dire que les supporters des Lakers sont en colère. Ils ne demandaient pas forcément la victoire, surtout vu la campagne de Sacramento, mais un peu plus de considération pour le travail achevé par Pelinka à la deadline.11th? c’mon that’s so disrespectful11ème ? C’est très irrespectueuxD’autres en revanche ont rappelé le fait que Pelinka a surtout réparé ses propres erreurs. Comme Russell Westbrook par exemple.Do you get credit now for taking 18months to correct your own mistakes?Tu dois avoir du crédit maintenant après avoir mis 18 mois pour corriger tes propres erreurs ?Rob Pelinka méritait peut-être une meilleure place pour ce titre de dirigeant de l’année, mais certains fans ont tenu à rappeler que l’intéressé a également commis d’importantes erreurs. L’essentiel étant que les Pourpre et Or possèdent désormais un effectif capable de rêver du titre…",basket
NBA – La demande dingue de LeBron James après la masterclass d’AD !,"Les Lakers ont déjà récupéré l’avantage du terrain dans cette demi-finale de conférence face aux Warriors, prenant ainsi une belle option sur la qualification. D’ailleurs, si Anthony Davis conserve son niveau exceptionnel du Game 1, la série pourrait aller assez vite tant il est dominant. Impressionné, LeBron a fait une grosse demande à sa franchise !","C’était déjà le cas dans la bulle en 2020, ça l’est encore plus aujourd’hui : le niveau des Lakers dépend du niveau de performance d’Anthony Davis. Quand l’intérieur décide de se comporter comme l’un des meilleurs joueurs de la planète, quand son corps décide de le laisser tranquille, les Purple and Gold deviennent une machine terrifiante capable de battre n’importe qui.C’est d’ailleurs ce qui arrive depuis le début des playoffs et qui donne de l’espoir à tous les fans de la franchise. Avec ses 20 points, 14 rebonds, 2 passes décisives et un peu moins de 2 contres de moyenne face aux Grizzlies, AD a clairement contribué à la qualification surprise des siens et a montré qu’il fallait compter sur lui pour cette campagne aussi ouverte qu’indécise.Et alors que certains observateurs lui annonçaient l’enfer face à Kevon Looney, pivot physique et spécialiste du rebond, le n°3 a encore augmenté son niveau et a sorti un Game 1 légendaire face aux Warriors avec 30 points, 23 prises et 5 passes décisives, le tout dans une victoire convaincante ! LeBron James était le premier heureux, et il l’a fait savoir en conférence de presse.LeBron James says Anthony Davis’ No. 3 jersey is going to be in the Lakers’ rafters, following the likes of the franchise’s other legendary bigs.LeBron James dit que le n°3 d’Anthony Davis sera au plafond de la Crypto.com Arena, dans les pas de tous les intérieurs légendaires de la franchise.LeBron James en a assez vu, Anthony Davis mérite son maillot au plafond de la Crypto.com Arena aux côtés de Kareem Abdul-Jabbar, Shaquille O’Neal ou encore Pau Gasol, les autres grands intérieurs de l’histoire de la franchise. Les fans sont d’accord avec ce constat, et encore plus s’il permet aux Purple and Gold de décrocher un nouveau titre au nez et à la barbe du rival historique…ring this year for sure, against Boston though hes going to have a statueUne bague cette saison et c’est assuré, mais si c’est contre Boston il va avoir sa propre statue.LeBron James a beau être le joueur le plus connu, le capitaine de cette équipe des Lakers, la clé de la réussite est bel et bien dans les mains d’Anthony Davis. S’il continue à un tel niveau, il ne serait pas étonnant de les voir en Finales !",basket
NBA – « Devant la chambre de Michael Jordan ? Il y avait toujours 8… »,"Tout au long de sa carrière, Michael Jordan a déchaîné les passions. Grâce à un niveau d’anthologie sur les terrains, l’ancien des Bulls était idolâtré par des millions de suiveurs dans le monde. Son ancien coach, Phil Jackson, fait des révélations sur l’adoration des gens pour MJ à cette époque…","Lorsque vous avez une carrière aussi étoffée que celle de Michael Jordan, vous devenez forcément une star planétaire. Sur les quinze années passées dans la plus prestigieuse des ligues, MJ a en effet souvent été couronné de succès en remportant notamment six titres de champion. Parmi les personnes les plus importantes sur la route de ses victoires, son coach Phil Jackson est tout en haut du classement.Entraîneur à la tête de chaque titre obtenu par His Airness, le Zen Master a toujours été quelqu’un de particulier pour lui. Parce qu’il l’a connu dans ses plus grandes années de gloire, le mythique coach des Bulls devait parfois être bien plus qu’un mentor pour son n°23. Dans un épisode de Tetragrammation with Rick Rubin, il est revenu sur la relation qu’il entretenait avec MJ.Pour avoir autant de succès, la manière qu’a le coach d’apprivoiser ses stars est primordiale. Phil Jackson semble toujours avoir réussi à appréhender son leader en gardant une relation seine, sans jamais tomber dans l’adoration ou l’admiration. D’ailleurs, c’est à son avis la raison principale pour laquelle MJ et lui ont toujours pu garder des bons rapports pendant ou après la carrière du joueur :Je pense que l’une des raisons pour lesquelles ma relation avec Michael a toujours été bonne est que je ne lui ai jamais rien demandé. Je ne lui ai jamais demandé de signer une paire de basket, je ne lui ai jamais demandé de rencontrer quelqu’un ou de faire quoi que ce soit pour moi. C’était juste une relation entraîneur-joueur et c’est ce que j’appréciais plus que toute autre chose.J’ai déjà vu comment il a pu être pris en otage auparavant. Cela a souvent été un problème. Ça m’est arrivé à de nombreuses reprises de me retrouver au même étage d’hôtel que lui. Dans ces moments là, je m’apercevais qu’il y avait toujours huit employés qui attendaient devant sa chambre pour se faire signer une paire de chaussures, ils étaient toujours sur lui.Phil Jackson révèle donc les dessous d’une célébrité qui se trouvait alors à son paroxysme. Plus grosse superstar de la ligue à cette époque, Michael Jordan ne pouvait plus vivre sans avoir de médias et de fans derrière son dos. Retrouver un peu d’interactions humaines sans fanatisme en la personne de Phil Jackson lui a probablement permis de développer cette relation de confiance.Forcément, être le meilleur joueur de tous les temps implique une gestion des fans un petit peu particulière. Michael Jordan a souvent été tiraillé par cette célébrité qui lui collait à la peau et semblait gérer cela avec classe. Phil Jackson, lui, s’intéressait au basketteur avant de s’intéresser à la star.",basket
Mercato : Le Real Madrid en pole pour recruter Jude Bellingham cet été !,"Ce mercredi, la presse espagnole affirme que le Real Madrid est sur le point de recruter Jude Bellingham cet été."," Après l'échec Kylian Mbappé lors du mercato estival 2022, le Real Madrid espère frapper un grand coup cet été. Et quoi de mieux pour cela que d'aller chercher l'un des joueurs les plus convoités de la planète ? À seulement 19 ans, Jude Bellingham a déjà toute l'Europe à ses pieds et fait saliver les dirigeants des grandes écuries, dont le Real Madrid. Alors qu'Erling Haaland et Kylian Mbappé ne devraient pas bouger cet été, l'international anglais devrait vraisemblablement quitter le Borussia Dortmund lors du prochain marché des transferts. Bellingham fonce vers le Real Madrid Pendant longtemps, le Real Madrid, Liverpool et Manchester City ont été les noms qui revenaient le plus fréquemment, il faut dire que ces trois clubs figurent parmi les seuls capables de s'aligner sur les demandes du BVB - le club allemand en veut pour au moins 100 millions d'euros. Mais il semble que les Merengues aient pris l'avantage dans ce dossier. D'après les informations de Marca, les deux clubs anglais auraient abandonné cette piste, laissant le champ libre au champion d'Europe en titre. 🚨⚪️ Real Madrid are close to complete deal to sign Jude Bellingham, confirmed. Negotiations are progressing to the final stages.Personal terms are almost agreed — Juni Calafat, crucial again.New meeting has been scheduled to complete the agremeent with Borussia Dortmund. pic.twitter.com/EZO76bXiHk Le joueur du Borussia donnerait quant à lui sa priorité au club madrilène et pourrait s'y engager jusqu'en 2029. Le quotidien espagnol évoque un accord en passe d'être trouvé pour un transfert qui ne devrait pas dépasser les 120 millions d'euros, bien loin de ses sommes encore plus astronomiques qui étaient évoquées il y a quelques semaines.",football
CDM – « Ça fait peur » : le terrible aveu de faiblesse de Team USA face à une superstar !,"Vaincus par l’équipe de France lors de la dernière édition, les Américains vont aborder la prochaine Coupe du Monde avec une envie de revanche… Enfin normalement. Car après le tirage au sort de la phase de groupes, c’est surtout l’inquiétude qui régnait chez les dirigeants. Ils avaient notamment peur d’une superstar NBA.","Historiquement, Team USA est la sélection la plus dominante de l’histoire du basket mondial. En effet, au fil des années et des compétitions, les Américains ont toujours pris un malin plaisir à affirmer leur supériorité avec des équipes composées de légendes NBA. Ce n’est pas un hasard si la Dream Team de 92′ est encore bien gravée dans toutes les mémoires. Même avec un Jordan à 50%, ce groupe était au-dessus de tout.Le problème, c’est que le basket est un sport qui s’exporte bien et qui est de plus en plus populaire dans le reste du monde. Forcément, certains pays comme la France commencent à produire des talents d’exception, à l’image d’un Victor Wembanyama, et l’écart avec la sélection US commence sérieusement à se réduire. Il suffit de voir la dernière finale des JO pour le comprendre, puisque les Bleus ne sont pas passés loin d’un exploit retentissant.Et c’est dans ce contexte de doute que les inventeurs du basket abordent la prochaine Coup du Monde, qui aura lieu en Asie à la fin de l’été. D’ailleurs, après le tirage au sort de la phase de groupes, Grant Hill a donné un avis assez surprenant concernant son équipe. Pour l’ancien des Pistons, aujourd’hui dans l’organigramme de Team USA, il faut avoir peur d’une superstar remontée après les playoffs.C’est toujours un bon moment de savoir contre qui nous allons jouer pendant le tournoi. Depuis le début de la préparation, le fait de ne pas connaitre notre groupe ajoute une inconnue majeure. Maintenant nous savons contre qui nous allons tomber et qui nous pouvons affronter au second tour. Il faut se méfier de la Grèce. Les Bucks ont été éliminés tôt en playoffs, alors Giannis aura beaucoup plus de repos que les autres années… Ça fait peur.Team USA, malgré tout favori naturel de la compétition, sera face à la Nouvelle-Zélande, la Jordanie, mais surtout la Grèce dans le Groupe C de cette Coupe du Monde. Et visiblement, l’idée d’affronter un Giannis Antetokounmpo reposé et surtout remonté après l’élimination de ses Bucks au premier tour des playoffs inquiète les dirigeants américains… Mais quand on voit son niveau avec le maillot grec, on peut comprendre cette crainte :Highlights from Giannis Antetokounmpo's 40-point game against Serbia today pic.twitter.com/sNEgQKS4jNGiannis Antetokounmpo inspire la crainte chez ses adversaires, même les plus prestigieux. Il faut dire qu’avec du repos et l’esprit revanchard, il pourrait faire du mal pendant cette Coupe du Monde 2023.",basket
Rugby. Pro D2. Armandie (à nouveau) plongé dans le noir par la CGT,"Théâtre de la 29ᵉ journée de Pro D2, le stade Armandie d’Agen devient à la 50e minute du match Agen-Nevers la caisse de résonance d’opinions politiques revendiqués par la CGT Énergie 47.","Le sport et la politique sont intimement liés, et ce, depuis toujours, même si le premier veut souvent se détacher du second. Alors en pleine période de fortes contestations politiques, il fallait s’y attendre : le mouvement social face à la réforme des retraites a pris possession du rectangle vert. Agen est mené 10-14 face à Nevers lorsque à la retombée d’une touche pour les locaux le stade s’éteint. L’incompréhension la plus totale règne alors dans l’enceinte. Six minutes après la coupure, la CGT énergie 47 revendique l’action sur les réseaux sociaux : “La CGT Énergies 47 revendique la mise en sobriété énergétique du Stade Armandie”. Pour rappel, La CGT Énergies 47 avait déjà mené une action similaire en 2019 lors du match de Top 14 opposant le SU Agen et le Stade Toulousain à Armandie.L’objectif de la CGT énergie 47 était de couper l’électricité du stade à la 49ᵉ minute et 30 secondes de jeu en référence à l’article 49.3 de la constitution. C’est l’article utilisé par le gouvernement pour faire passer la réforme contestée sur le système de retraite.Le président du SU Agen, Jean-François Fonteneau, s’est exprimé au micro de Canal + Sport : « C’est complètement irresponsable dans un stade plein. Je trouve ça lamentable ». Il déclarera plus tard dans la soirée qu’une plainte sera déposée par le club agenais, dénonçant la forme prise par le message politique. La Ligue Nationale de Rugby n’a pour l’heure pas communiqué sur cet événement.Côté politique, les réactions se sont multipliées. Les politiques locaux d’abord avec le maire d’Agen qui comme le président du SUA annonce un dépôt de plainte.A priori, La CGT qui coupe la lumière pendant le match @agen_rugby-@usonneversrugby (10-14)…….irresponsable, dangereux …Ras le bol de ces comportements inadmissibles !Au niveau national, les réactions ont aussi fusé. Le député de La France Insoumise (NUPES), Thomas Portes, félicite les commanditaires sur Twitter : “Bravo à la CGT Énergie du 47 qui a mis en sobriété énergétique le stade Armandie pendant le match de PROD2. Réponse au maire d’Agen qui avait annoncé la fin du mouvement.”. Le gouvernement a lui aussi réagit par l’intermédiaire de Gérald Darmanin, ministre de l’Intérieur et des Outre-mer, invité ce matin sur Europe 1. Le ministre dénonce “une forme d’irresponsabilité” et annonce que des mesures préventives seront mis en place lors des prochains événements sportifs.Le match a finalement repris après 30 minutes de coupure et Nevers s’impose sur le score de 21-17. Agen est provisoirement quatrième avec 77 points tandis que Nevers est deuxième avec 80 points.",rugby
"Si la Juventus ne se sépare pas de Massimiliano Allegri, elle risque de perdre Dusan Vlahovic, Federico Chiesa et Angel Di Maria.","Les Bianconeri ont connu des problèmes en dehors du terrain cette saison, mais ce n'est pas une excuse pour leur coach..."," ""Ce n'est pas un échec, ce sont des étapes vers le succès"", a déclaré la semaine dernière la superstar de la NBA Giannis Antetokounmpo lors d'une extraordinaire conférence de presse d'après-match. ""Il y a toujours des étapes à franchir. Michael Jordan a joué pendant 15 ans et a remporté six championnats. Les neuf autres années ont été un échec ? C'est ce que vous me dites ? ""C'est une mauvaise question, il n'y a pas d'échec dans le sport. Il y a des bons jours, des mauvais jours, des jours où l'on réussit, d'autres où l'on ne réussit pas, des jours où c'est son tour, d'autres où ce n'est pas son tour. C'est ça le sport. On ne gagne pas toujours"". Giannis s'est interrompu à plusieurs reprises pour préciser qu'il ne s'agissait pas d'une attaque personnelle contre le journaliste qui avait suscité une réaction si passionnée à l'idée que la saison entière des Bucks devait être considérée comme perdue à cause d'une défaite en série contre le Miami Heat. L'argument du Grec a également provoqué un débat plus large sur la définition du succès et de l'échec, et sur la couverture médiatique de ces deux ""imposteurs"". “There’s no failure in sports. There’s good days, bad days, some days you are able to be successful, some days you are not, some days it is your turn, some days it’s not. That’s what sports is about. You don’t always win.”Giannis comments on “failure” pic.twitter.com/QxqkuSMP7b L'entraîneur de la Juventus, Massimiliano Allegri, a même cité le nom de Giannis lors de sa conférence de presse avant le match de Serie A contre Bologne, dimanche. ""Il y aura des moments où nous ne gagnerons pas, mais nous devons créer les conditions pour le faire"", a-t-il déclaré aux journalistes. ""Seule une équipe gagne et nous devons être cette équipe"". Et il a raison, car il est absolument impossible de défendre Allegri si son équipe ne gagne pas. La fin doit justifier les moyens car il n'est tout simplement plus possible de cacher le fait que la Juventus est l'une des pires équipes à regarder dans le football mondial en ce moment, ce qui est honteux compte tenu de ses ressources.",football
France : les dernières révélations de Corinne Diacre,L’ex-sélectionneuse de l’équipe de France féminine a été entendue par la police dans le cadre de l'agression de Kheira Hamraoui.," Corinne Diacre a quitté l'équipe de France féminine par la petite porte. Après s'être mis à dos une grande partie de son vestiaire, l'ancienne sélectionneuse a été mis à l'écart par la Fédération Française de Football contrainte devant l'annonce de la retraite internationale de nombreuses cadres, à prendre des mesures. ""Les Lyonnaises voulaient ma peau""  Le règne de Corinne Diacre en équipe de France n'aura pas été de tout repos. L'ancienne entraîneuse de Clermont a notamment connu beaucoup de remous avec de nombreuses cadres dont Amandine Henry et Eugenie Le Sommer, qui ont été évincé, mais aussi et surtout une affaire extra sportive très gênante entre Aminata Diallo et Kheira Hamraoui.  C'est d'ailleurs dans ce cadre que Corinne Diacre a dû sortir du silence sur certains évènements plus récents. Auditionné par la police, suite à l'écoute de plusieurs entretiens téléphoniques avec César Mavacala, compagnon de Kadidiatou Diani et proche d'Aminata Diallo, Corinne Diacre est aussi revenu sur les raisons de son départ des Bleus. ""J'avais de mauvais rapports avec Lyon et Jean-Michel Aulas"" ""Il m'envoyait beaucoup de messages de soutien suite à l'offensive des Lyonnaises sur mon poste. Je savais que les Lyonnaises voulaient ma peau après l'échec en Coupe du monde (en 2019, défaite 1-2 en quarts de finale contre les États-Unis). Elles avaient appelé Noel Le Graët"", a indiqué Corinne Diacre lors de son entretien, des propos relayés par L'Equipe.   Concernant la rebellion de Wendy Renard, suivie par Diani et Katoto, il a été demandé à l'ancienne sélectionneuse si ce projet avait été fomenté par César Mavacala avec qui elle a été en contact : ""C'est une possibilité. Mais j'avais aussi pas mal de mauvais rapports avec Lyon et Jean-Michel Aulas (président de l'OL).Après je ne sais pas s'il y a un rapport direct. Je n'en sais rien"".  Enfin, Corinne Diacre a bien évidemment été questionné sur l'impact de l'affaire Hamraoui chez les Bleues et c'est sans aucun détour qu'elle confirme la thèse de la concurrence entre les deux joueuses qui aurait pu pousser Aminata Diallo à passer à l'acte : ""Il y avait clairement concurrence de poste entre Aminata Diallo et Kheira Hamraoui"".  ""Je ne voulais pas faire exploser mon vestiaire, qui était majoritairement hostile à Hamraoui. (…) Si j’ai rappelé Diallo, c’était par facilité, parce qu’elle était déjà en région parisienne et pouvait rapidement rejoindre Clairefontaine"", a conclu Corinne Diacre. Finalement, quelques mois plus tard, son vestiaire a explosé et elle en a payé le prix fort. ",football
"NBA – Malgré la victoire, l’énorme inquiétude des fans sur la santé de LeBron !","Il n’aura fallu qu’un match aux Lakers pour récupérer l’avantage du terrain lors de cette demi-finale tant attendue face aux Warriors. Mais malgré cette belle victoire, le moral n’est pas à 100% chez les fans… En effet, il existe une énorme inquiétude concernant la santé de LeBron James. Le King n’est pas à 100%, et ça se voit.","Les Lakers ont été grandioses ce mardi pour s’imposer face à des Warriors en pleine confiance suite à leur Game 7 d’anthologie. Anthony Davis a été l’artisan majeur de la victoire des siens, avec un double-double à plus de 30 points et 20 rebonds, et il a bien été aidé par la nouvelle arme anti Steph Curry trouvée par Darvin Ham et son staff.De son côté, LeBron James a été plutôt bon sur le plan statistique avec 22 points, 11 rebonds, 4 passes décisives et 3 contre, preuve d’une belle activité défensive, mais sa maladresse et venue contrebalancer cela. D’ailleurs, après ce premier match victorieux, les fans ont exprimé une grosse inquiétude sur les réseaux sociaux :Only one doctor told Bron that his foot doesn't need surgery, his lack of athleticism and burst is showing every game he's mostly using his upper body strength at this point.Il n’y a qu’un médecin qui a dit à LeBron que son pied n’avait pas besoin d’être opéré. Mais son manque de qualités athlétiques et d’explosivité se voit à chaque match depuis, et il utilise surtout la force du haut de son corps…C’est une chose qui a presque été oubliée suite aux bons résultats des Lakers, mais LeBron James a été blessé au pied pendant de longue semaine ! Alors que tous les spécialistes lui conseillaient l’opération, et donc potentiellement une fin de saison, le King a suivi l’avis du seul médecin qui lui affirmait qu’il pouvait jouer sans… Pour les fans le résultat n’est pas forcément glorieux, puisqu’il peine à se déplacer comme le monstre physique qu’il a toujours été :He only got it in bursts. He real choosy of when to push it nowIl a seulement quelques flashs. Il choisit quand pousser la machine maintenant.The spin he’s gonna put out when they win it all will be electric. Gonna be talking about playing with a career ending injuryLa manière dont il va retourner la chose s’il gagne le titre va être légendaire. Il va dire qu’il joue avec une blessure qui aurait du mettre fin à sa carrière.LeBron’s foot got him moving like Celtics Gerald Wallace man. If he never hurt his foot and got to play with this roster pic.twitter.com/CJ0XpUOgoNLe pied de LeBron le fait bouger comme Gerald Wallace aux Celtics. S’il n’avait jamais été blessé et avait joué avec cet effectif…LeBron James est-il à 100% ? Certainement pas, la manière dont il se déplace sur le terrain en est la preuve. En revanche, il reste un artisan majeur des victoires des Lakers, puisque sa simple présence est un facteur d’intimidation.",basket
"CHAMPIONS CUP. Charlie Ngatai, l’inattendu Maori qui pourrait punir La Rochelle en finale","Remarquable de justesse face à Toulouse, l’ancien lyonnais Charlie Ngatai devra être mis sous pression pour éviter de jouer la même partition face à La Rochelle, en finale.","Et dire que certains se réjouissaient de l’absence de Robbie Henshaw face à Toulouse. Là, beaucoup arguaient que la blessure de l’Irlandais de 29 ans, partenaire historique de Jonathan Sexton et Garry Ringrose au milieu du terrain, pouvait décontenancer le Leinster. Sauf qu’une nouvelle fois, les Boys in Blue ont montré qu’ils possédaient l’effectif le plus pléthorique d’Europe. A Dublin, on remplace un Molony par un Jason Jenkins, un Furlong par un Michael Alaalatoa, un Conan par un Ryan Baird (tout en laissant tranquillement Will Connors ou Rhys Ruddock à la maison) sans coup férir. Un James Lowe, absent, par Jordan Larmour, aussi. Et lorsqu’un centre se blesse, c’est un joker de luxe néo-zélandais qui rentre dans le game. C’est ainsi qu’après presque 4 mois d’absence, Charlie Ngatai était titulaire en 12 face au Stade Toulousain. Remplacé assez tôt pour ne pas avoir à puiser trop profond dans ses ressources ni risquer une rechute, l’ancien du LOU a réalisé 53 très bonnes minutes sur la pelouse de l’Aviva Stadium. Tranchant et bien sûr intelligent, à l’image de sa percée depuis ses propres 22m après 2 minutes de jeu, rude en défense (en témoignent ses 2 plaquages offensifs), le natif de Gisborne a surtout eu une grande influence dans le jeu du Leinster de par sa palette technique.Plusieurs fois, on le vit amorcer des inversions de sens ou être servi en premier attaquant, non pas pour aller défier plein axe grâce à son quintal bien fourni, mais plutôt pour distribuer le jeu grâce à ses skills et sa vision au-dessus de la moyenne. Car Ngatai a beau afficher près de 105kg sur la balance et cette force remarquable dans le bas du corps notamment, il n’en reste pas moins un vrai profil de 5/8ème lorsqu’il évolue en 12. Un luxe, au regard de ses qualités physiques, qui auraient certainement fait de lui le premier centre titulaire des All Blacks sous le mandat de Foster, ou même avant, si les blessures l’avaient épargné. Car combien de centres affichent un profil aussi complet que lui, aujourd’hui ? Ils se comptent sur les doigts de la main, qu’on se le dise. N’oublions pas que le Maori All Black possède également dans sa besace un pied droit avec 60 mètres de longueur, qu’il est capable d’utiliser avec une justesse parfaite en cas de besoin : regardez plutôt son 50/22 magistral trouvé en première période samedi dernier. Ou encore son ballon gratté au sol, à la retombée d’un jeu au pied de pression…Je pense qu'il a été vraiment, vraiment excellent. Il a fait très peu d'erreurs. Sa capacité à lire les défenses, à obtenir de bonnes situations sont très fortes. Il a aussi fait perdre le ballon à Peato Mauvaka quand Toulouse poussait proche de la ligne du Leinster. (...) Son jeu de passe est excellent, sa distribution est subtile et il est capable aussi de porter le ballon et d'avancer. Pour un gars qui n'avait pas joué depuis janvier, je pense qu'il a réalisé une partie de grande classe. - Brian O'Driscoll pour le podcast Off The BallBref, on a beau louer bien souvent le vaste panel de Pita Ahki du côté de Toulouse, force est de reconnaître que son opposant du jour possède un bagage encore plus impressionnant car plus varié. Il a beau ne pas asséner les cartouches du Haut-Garonnais, Ngatai a montré combien il était précieux dans des rencontres où la stratégie est primordiale, aussi. Un vrai talent, bâti sur des poteaux, qui fait à peu près tout bien. ""Charlie Ngatai, c’est du 15/20 partout"", disait-on autrefois, lors de ses années à Gerland, en parlant du joueur de 32 ans. Dont le Leinster, malgré les 3/4 de l’équipe d’Irlande dans son effectif, avait fait LA priorité de son recrutement lors de la dernière intersaison. C’est dire…",rugby
Real Madrid : Ancelotti a le droit de discuter avec le Brésil,L'avenir de Carlo Ancelotti au Real Madrid est un sujet brûlant depuis quelques mois. ," Bien qu'il ait remporté cinq trophées au cours des deux dernières saisons, il pourrait quitter le club cet été. La CBF a fait d'Ancelotti sa principale cible pour le poste de sélectionneur de l'équipe nationale du Brésil, laissé vacant en décembre après la Coupe du monde 2022. Ces dernières semaines, Ancelotti a réaffirmé son engagement envers le Real Madrid en public, mais aussi en privé. Selon UOL, le Real Madrid a permis à l'Italien de parler à la CBF au sujet du poste au Brésil, mais il a laissé la question à ses représentants, car il voulait rester concentré sur les Blancos. Le contrat d'Ancelotti au Real Madrid expire à la fin de la saison prochaine et il semble qu'il veuille rester au club jusqu'à cette date au plus tôt, à la grande déception des supporters brésiliens du monde entier. Quel est le meilleur numéro 9 au monde ? Quel est le meilleur numéro 9 au monde ?",football
RUGBY. CHAMPIONS CUP. Encore deux Tricolores en lice pour le titre de Joueur européen de l'Année,"La liste initiale des 15 joueurs pour le Prix du Joueur EPCR de l’Année 2023 a été réduite à cinq candidats. On retrouve trois joueurs du Leinster, un Rochelais et un Toulousain.","Suite aux demi-finales de la Champions Cup, l'EPCR a dévoilé la short-list pour le titre de joueur européen de l'année. La liste initiale des 15 joueurs a été réduite à cinq éléments grâce à la combinaison du verdict du jury d’experts et des votes de près de 20 000 fans, explique l'organisateur des compétitions. Sans surprise, on retrouve trois joueurs du Leinster : Caelan Doris, Garry Ringrose ainsi que le lauréat 2022 du trophée, le 3e ligne Josh van der Flier. Après sa superbe qualification pour la finale qui aura lieu à Dublin, le Stade Rochelais est également représenté. Et c'est le Tricolore Grégory Alldritt qui a été retenu. Parviendra-t-il à décrocher le trophée, lui qui a été nommé trois années de suite ? On retrouve finalement un autre ancien gagnant en la personne d'Antoine Dupont. Désigné en 2021, le demi de mêlée fait partie de la liste en dépit de la défaite du Stade Toulousain samedi face à la province irlandaise. Ses chances de victoire sont minces puisqu'il ne jouera pas la finale à la fin du mois de mai. Mais tout est possible pour le capitaine du XV de France puisque la deuxième phase de votes est maintenant ouverte à tous.",rugby
